pit_id,depth_top_cm,depth_bottom_cm,humus_pct,n_total_pct,c_n_ratio,co2_pct,caco3_pct,caso4_pct,exch_ca,exch_mg,exch_na,exch_k,exch_sum,p2o5_mobile,k2o_mobile,n_hydrolyzable,ph_water,src_year,salt_sum_salts_pct,salt_alk_hco3_pct,salt_alk_co3_pct,salt_cl_pct,salt_so4_pct,salt_ca_pct,salt_mg_pct,salt_na_pct,salt_k_pct,sand_1_0p25,sand_0p25_0p05,silt_0p05_0p01,silt_0p01_0p005,silt_0p005_0p001,clay_lt0p001,physical_clay_lt0p01,hygroscopic_water_pct,sand_pct,silt_pct,clay_pct,lat_dd,lon_dd,elevation_m,in_aoi,has_coordinates,coord_provenance,georeferenced
35/14,0.0,6.0,2.07,0.112,10.7,3.5,8.0,,20.0,3.0,0.16,0.64,23.8,,,,,2014,1.516,0.024,,0.006,1.07,0.286,0.087,0.017,0.026,,,,,,,,,,,,45.79880555555555,61.56722222222223,32.0,True,True,surveyed,True
35/14,7.0,17.0,1.24,0.07,10.3,3.3,7.5,,16.5,5.5,0.05,0.39,22.4,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.79880555555555,61.56722222222223,32.0,True,True,surveyed,True
35/14,20.0,30.0,0.79,0.056,8.2,2.5,5.7,,12.25,10.5,2.4,0.1,25.2,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.79880555555555,61.56722222222223,32.0,True,True,surveyed,True
35/14,37.0,47.0,,,,2.4,5.5,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.79880555555555,61.56722222222223,32.0,True,True,surveyed,True
35/14,60.0,70.0,,,,0.7,1.5,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.79880555555555,61.56722222222223,32.0,True,True,surveyed,True
37/14,0.0,10.0,1.79,0.07,14.8,4.2,9.6,,10.0,25.0,2.6,0.3,37.9,,,,,2014,4.007,0.02,,0.724,2.04,0.238,0.231,0.73,0.024,,,,,,,,,,,,45.84022222222222,61.56077777777777,28.1,True,True,surveyed,True
37/14,10.0,20.0,0.86,0.028,17.8,4.0,9.2,,11.5,12.5,0.4,0.32,24.7,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.84022222222222,61.56077777777777,28.1,True,True,surveyed,True
37/14,21.0,30.0,0.45,0.014,18.6,1.9,4.3,,10.5,12.0,0.8,0.25,23.6,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.84022222222222,61.56077777777777,28.1,True,True,surveyed,True
37/14,32.0,42.0,,,,1.2,2.8,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.84022222222222,61.56077777777777,28.1,True,True,surveyed,True
37/14,100.0,110.0,,,,0.9,2.0,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,45.84022222222222,61.56077777777777,28.1,True,True,surveyed,True
3А/12,0.0,6.0,1.5,0.11,7.8,6.6,,,12.0,7.5,0.88,0.47,20.9,37.0,1200.0,28.0,8.9,2012,5.681,0.027,0.002,1.332,2.468,0.294,0.209,1.283,0.068,11.04,24.52,35.26,7.3,10.94,10.94,29.18,1.3,35.56,53.49999999999999,10.94,46.08502777777778,60.86188888888889,37.0,True,True,surveyed,True
3А/12,6.0,16.0,0.67,0.07,5.6,7.4,,,12.0,2.0,0.53,0.58,15.1,7.0,810.0,19.6,8.9,2012,,,,,,,,,,,,,,,,,,,,,46.08502777777778,60.86188888888889,37.0,True,True,surveyed,True
3А/12,22.0,32.0,0.47,0.06,4.9,7.6,,,9.75,14.25,0.85,0.71,25.6,6.0,520.0,16.8,8.9,2012,,,,,,,,,,,,,,,,,,,,,46.08502777777778,60.86188888888889,37.0,True,True,surveyed,True
3А/12,45.0,55.0,,,,5.6,,,,,,,,,,,8.9,2012,,,,,,,,,,,,,,,,,,,,,46.08502777777778,60.86188888888889,37.0,True,True,surveyed,True
3А/12,90.0,100.0,,,,5.7,,,,,,,,,,,9.0,2012,,,,,,,,,,,,,,,,,,,,,46.08502777777778,60.86188888888889,37.0,True,True,surveyed,True
4А/12,0.0,5.0,0.87,0.08,6.0,5.6,,,6.75,1.25,0.4,0.37,8.8,140.0,420.0,47.6,8.4,2012,0.165,0.046,,0.011,0.059,0.016,0.007,0.013,0.013,4.27,58.29,11.68,5.23,11.67,8.86,25.76,0.64,62.56,28.58,8.86,46.06888888888889,60.934666666666665,47.0,True,True,surveyed,True
4А/12,7.0,17.0,0.84,0.07,7.0,9.0,,,6.75,1.5,0.53,0.97,9.8,4.0,980.0,30.8,9.1,2012,,,,,,,,,,,,,,,,,,,,,46.06888888888889,60.934666666666665,47.0,True,True,surveyed,True
4А/12,21.0,31.0,0.53,0.06,5.5,8.7,,,6.75,8.25,2.4,0.49,17.9,4.0,350.0,25.2,8.4,2012,,,,,,,,,,,,,,,,,,,,,46.06888888888889,60.934666666666665,47.0,True,True,surveyed,True
4А/12,35.0,45.0,0.7,0.04,9.7,8.8,,,6.0,12.0,1.48,0.15,19.6,4.0,110.0,16.8,8.8,2012,,,,,,,,,,,,,,,,,,,,,46.06888888888889,60.934666666666665,47.0,True,True,surveyed,True
4А/12,85.0,95.0,,,,9.2,,,,,,,,,,,8.6,2012,,,,,,,,,,,,,,,,,,,,,46.06888888888889,60.934666666666665,47.0,True,True,surveyed,True
5А/12,0.0,6.0,1.77,0.14,7.3,5.1,,,18.5,1.5,0.95,0.38,21.3,4.0,700.0,33.6,8.1,2012,1.725,0.022,,0.221,0.955,0.314,0.051,0.137,0.025,3.89,35.97,37.23,13.09,5.32,4.5,22.91,2.24,39.86,55.63999999999999,4.5,46.08605555555556,60.95527777777778,51.0,True,True,surveyed,True
5А/12,7.0,17.0,0.84,0.06,8.7,7.9,,,12.75,1.25,0.9,0.35,15.3,11.0,500.0,22.4,8.5,2012,,,,,,,,,,,,,,,,,,,,,46.08605555555556,60.95527777777778,51.0,True,True,surveyed,True
5А/12,20.0,30.0,0.13,0.03,2.7,7.1,,,2.75,2.5,0.86,0.17,6.3,6.0,100.0,14.0,9.2,2012,,,,,,,,,,,,,,,,,,,,,46.08605555555556,60.95527777777778,51.0,True,True,surveyed,True
5А/12,35.0,45.0,,,,8.3,,,,,,,,,,,9.0,2012,,,,,,,,,,,,,,,,,,,,,46.08605555555556,60.95527777777778,51.0,True,True,surveyed,True
5А/12,80.0,90.0,,,,8.1,,,,,,,,,,,8.9,2012,,,,,,,,,,,,,,,,,,,,,46.08605555555556,60.95527777777778,51.0,True,True,surveyed,True
6А/12,0.0,3.0,3.28,0.21,9.1,5.4,,,19.5,4.75,0.67,0.83,25.8,160.0,1020.0,39.2,8.1,2012,1.301,0.027,,0.014,0.88,0.294,0.03,0.031,0.025,6.77,30.76,28.53,8.7,12.83,12.42,33.95,3.38,37.53,50.06,12.42,46.034388888888884,61.03402777777777,48.0,True,True,surveyed,True
6А/12,3.0,10.0,0.87,0.06,9.0,7.4,,,12.0,4.0,0.61,0.13,16.7,4.0,160.0,36.4,8.4,2012,,,,,,,,,,,,,,,,,,,,,46.034388888888884,61.03402777777777,48.0,True,True,surveyed,True
6А/12,10.0,20.0,4.01,0.25,9.2,6.9,,,23.5,3.0,0.82,0.8,28.1,11.0,1020.0,42.0,7.9,2012,,,,,,,,,,,,,,,,,,,,,46.034388888888884,61.03402777777777,48.0,True,True,surveyed,True
6А/12,25.0,35.0,,,,4.7,,,,,,,,,,,8.7,2012,,,,,,,,,,,,,,,,,,,,,46.034388888888884,61.03402777777777,48.0,True,True,surveyed,True
6А/12,65.0,75.0,,,,4.4,,,,,,,,,,,8.9,2012,,,,,,,,,,,,,,,,,,,,,46.034388888888884,61.03402777777777,48.0,True,True,surveyed,True
7А/12,0.0,9.0,9.63,0.45,12.5,2.9,,,26.5,5.5,0.79,0.78,33.6,20.0,980.0,28.0,7.5,2012,1.559,0.037,,0.03,1.045,0.294,0.06,0.069,0.024,3.29,8.03,65.01,7.22,8.43,8.03,23.62,0.32,11.32,80.66,8.03,46.03138888888889,61.01616666666666,50.0,True,True,surveyed,True
7А/12,9.0,19.0,1.04,0.08,7.2,6.1,,,16.0,3.0,0.69,0.22,19.9,2.0,190.0,19.6,8.1,2012,,,,,,,,,,,,,,,,,,,,,46.03138888888889,61.01616666666666,50.0,True,True,surveyed,True
7А/12,20.0,30.0,0.27,0.04,3.7,5.2,,,4.0,1.75,0.39,0.08,6.2,2.0,60.0,16.8,8.8,2012,,,,,,,,,,,,,,,,,,,,,46.03138888888889,61.01616666666666,50.0,True,True,surveyed,True
7А/12,35.0,45.0,,0.04,,4.5,,,3.25,1.5,0.41,0.09,5.3,,50.0,22.4,8.8,2012,,,,,,,,,,,,,,,,,,,,,46.03138888888889,61.01616666666666,50.0,True,True,surveyed,True
7А/12,75.0,85.0,,,,5.1,,,,,,,,,,,8.9,2012,,,,,,,,,,,,,,,,,,,,,46.03138888888889,61.01616666666666,50.0,True,True,surveyed,True
8А/12,0.0,4.0,0.2,0.03,4.1,1.1,,,2.5,0.75,0.5,0.13,3.9,4.0,30.0,11.2,9.2,2012,0.093,0.015,0.002,0.014,0.036,0.01,0.004,0.011,0.003,2.78,84.82,2.4,6.0,3.2,0.8,10.0,0.02,87.6,11.600000000000001,0.8,46.01891666666666,60.989472222222226,47.0,True,True,surveyed,True
8А/12,4.0,11.0,0.03,0.01,1.2,0.5,,,2.0,0.75,0.21,0.06,3.0,2.0,170.0,14.0,9.1,2012,,,,,,,,,,,,,,,,,,,,,46.01891666666666,60.989472222222226,47.0,True,True,surveyed,True
8А/12,12.0,24.0,,0.01,,0.4,,,2.0,0.75,0.17,0.25,3.2,2.0,50.0,11.2,9.5,2012,,,,,,,,,,,,,,,,,,,,,46.01891666666666,60.989472222222226,47.0,True,True,surveyed,True
8А/12,30.0,40.0,,,,0.6,,,,,,,,,,,9.8,2012,,,,,,,,,,,,,,,,,,,,,46.01891666666666,60.989472222222226,47.0,True,True,surveyed,True
8А/12,75.0,85.0,,,,0.4,,,,,,,,,,,9.3,2012,,,,,,,,,,,,,,,,,,,,,46.01891666666666,60.989472222222226,47.0,True,True,surveyed,True
9А/12,0.0,5.0,1.07,0.1,6.3,7.5,,,13.0,8.5,0.2,0.64,22.3,20.0,1020.0,14.0,8.5,2012,3.647,0.022,,1.083,1.337,0.417,0.119,0.614,0.055,6.46,2.26,63.16,6.52,9.37,12.23,28.12,1.84,8.719999999999999,79.05,12.23,46.03363888888889,60.946888888888886,40.0,True,True,surveyed,True
9А/12,5.0,15.0,0.53,0.06,5.5,9.0,,,9.5,7.0,0.72,0.42,17.6,7.0,900.0,25.2,9.0,2012,,,,,,,,,,,,,,,,,,,,,46.03363888888889,60.946888888888886,40.0,True,True,surveyed,True
